Match Name,Student,Group,Aggregate Matching Score,Category Scores - Student,Category Scores - Group,Category Score Difference,Match Summary (AI),Student - University,Group - Universities,Student - Degree,Group - Degrees,Student - Learning Habits,Group - Learning Habits,Student - Struggling Concepts,Group - Struggling Concepts,Student - Career Goals,Group - Career Trajectories,Student - Meet-up Distance,Group - Meet-up Distance,Student - Meet-up Mode,Group - Meet-up Mode,Aggregate Adjusted Score,Notes,Last Evaluated,Evaluator,Rank,Join Group
Omar Farouk ↔ Jacob Green ↔ Pedro Alvarez,Omar Farouk,Jacob Green ↔ Pedro Alvarez,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Cornell University, University of Michigan – Ann Arbor",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Omar Farouk ↔ Dariusz Kowalski ↔ Mateo Silva,Omar Farouk,Dariusz Kowalski ↔ Mateo Silva,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Georgia Institute of Technology, Cornell University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,3,
Oscar Lindberg ↔ Amina Yusuf ↔ Julia Nowak,Oscar Lindberg,Amina Yusuf ↔ Julia Nowak,100,"{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","Oscar Lindberg and the group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects complete compatibility and alignment in academic and logistical preferences.",Massachusetts Institute of Technology (MIT),"Massachusetts Institute of Technology (MIT), Massachusetts Institute of Technology (MIT)",Biology,"Biology, Biology","Group study, flashcards","Group study, flashcards, Group study, flashcards",Genetics,"Genetics, Genetics",Research scientist,"Research scientist, Research scientist",8 miles,"8 miles, 8 miles",In Person,"In Person, In Person",,,,,1,
Oscar Lindberg ↔ Amina Yusuf ↔ Nia Williams,Oscar Lindberg,Amina Yusuf ↔ Nia Williams,100,"{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Massachusetts Institute of Technology (MIT),"Massachusetts Institute of Technology (MIT), Stanford University",Biology,"Biology, Biology","Group study, flashcards","Group study, flashcards, Group study, flashcards",Genetics,"Genetics, Genetics",Research scientist,"Research scientist, Research scientist",8 miles,"8 miles, 8 miles",In Person,"In Person, In Person",,,,,2,
Oscar Lindberg ↔ Julia Nowak ↔ Mohammed Hassan,Oscar Lindberg,Julia Nowak ↔ Mohammed Hassan,100,"{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","Oscar Lindberg and the group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects complete alignment and strong compatibility.",Massachusetts Institute of Technology (MIT),"Massachusetts Institute of Technology (MIT), University of Miami",Biology,"Biology, Biology","Group study, flashcards","Group study, flashcards, Group study, flashcards",Genetics,"Genetics, Genetics",Research scientist,"Research scientist, Research scientist",8 miles,"8 miles, 8 miles",In Person,"In Person, In Person",,,,,3,
Pedro Alvarez ↔ Aya Nakamura ↔ Lucas Meyer,Pedro Alvarez,Aya Nakamura ↔ Lucas Meyer,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,University of Michigan – Ann Arbor,"University of Michigan – Ann Arbor, University of California, Berkeley",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Pedro Alvarez ↔ Aya Nakamura ↔ Fatima Al-Farsi,Pedro Alvarez,Aya Nakamura ↔ Fatima Al-Farsi,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,University of Michigan – Ann Arbor,"University of Michigan – Ann Arbor, California Institute of Technology (Caltech)",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Pedro Alvarez ↔ Ahmed Hassan ↔ Aya Nakamura,Pedro Alvarez,Ahmed Hassan ↔ Aya Nakamura,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,University of Michigan – Ann Arbor,"Purdue University, University of Michigan – Ann Arbor",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Priya Patel ↔ Emily Clark ↔ Svetlana Ivanova,Priya Patel,Emily Clark ↔ Svetlana Ivanova,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Carnegie Mellon University,"University of Texas at Austin, Carnegie Mellon University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
Priya Patel ↔ Ivan Petrov ↔ Maya Sharma,Priya Patel,Ivan Petrov ↔ Maya Sharma,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Carnegie Mellon University,"Carnegie Mellon University, University of California, Berkeley",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,2,
Priya Patel ↔ Kwame Boateng ↔ Laila Rahman,Priya Patel,Kwame Boateng ↔ Laila Rahman,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Carnegie Mellon University,"Florida International University, Carnegie Mellon University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,3,
Rashid Khan ↔ Grace Lee ↔ Ravi Kumar,Rashid Khan,Grace Lee ↔ Ravi Kumar,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, San Diego","University of California, San Diego, University of California, San Diego",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Rashid Khan ↔ Emily Clark ↔ Grace Lee,Rashid Khan,Emily Clark ↔ Grace Lee,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, San Diego","University of Texas at Austin, University of California, San Diego",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,2,
Rashid Khan ↔ Grace Lee ↔ Maya Sharma,Rashid Khan,Grace Lee ↔ Maya Sharma,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, San Diego","University of California, San Diego, University of California, Berkeley",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"9 miles, 9 miles",In Person,"In Person, In Person",,,,,3,
Ravi Kumar ↔ Emily Clark ↔ Grace Lee,Ravi Kumar,Emily Clark ↔ Grace Lee,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, San Diego","University of Texas at Austin, University of California, San Diego",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
Ravi Kumar ↔ Grace Lee ↔ Samuel Lee,Ravi Kumar,Grace Lee ↔ Samuel Lee,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, San Diego","University of California, San Diego, California Institute of Technology (Caltech)",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Ravi Kumar ↔ Leila Haddad ↔ Rashid Khan,Ravi Kumar,Leila Haddad ↔ Rashid Khan,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, San Diego","Florida International University, University of California, San Diego",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,3,
Samantha Evans ↔ Ahmed Hassan ↔ Anna Müller,Samantha Evans,Ahmed Hassan ↔ Anna Müller,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Purdue University,"Purdue University, Cornell University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Samantha Evans ↔ Ahmed Hassan ↔ Olivia Wilson,Samantha Evans,Ahmed Hassan ↔ Olivia Wilson,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Purdue University,"Purdue University, University of California, Los Angeles",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Samantha Evans ↔ Ahmed Hassan ↔ Ivan Horvat,Samantha Evans,Ahmed Hassan ↔ Ivan Horvat,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Purdue University,"Purdue University, California Institute of Technology (Caltech)",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Samuel Lee ↔ Aisha Bello ↔ Thiago Pereira,Samuel Lee,Aisha Bello ↔ Thiago Pereira,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,California Institute of Technology (Caltech),"University of Illinois Urbana–Champaign, California Institute of Technology (Caltech)",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Samuel Lee ↔ Aisha Abdi ↔ Sophie Dubois,Samuel Lee,Aisha Abdi ↔ Sophie Dubois,95,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,California Institute of Technology (Caltech),"Stanford University, Stanford University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,University mismatch (-5),,,2,
Samuel Lee ↔ Ava Thompson ↔ Fatoumata Diallo,Samuel Lee,Ava Thompson ↔ Fatoumata Diallo,95,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,California Institute of Technology (Caltech),"University of California, Los Angeles, University of California, Los Angeles",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,University mismatch (-5),,,3,
Samuel Mensah ↔ Aaliyah Mohammed ↔ Maria Rodriguez,Samuel Mensah,Aaliyah Mohammed ↔ Maria Rodriguez,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Carnegie Mellon University,"Carnegie Mellon University, Stanford University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
Samuel Mensah ↔ Aaliyah Mohammed ↔ Victoria Smith,Samuel Mensah,Aaliyah Mohammed ↔ Victoria Smith,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Carnegie Mellon University,"Carnegie Mellon University, University of Illinois Urbana–Champaign",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,2,
Samuel Mensah ↔ Aaliyah Mohammed ↔ Alexei Ivanov,Samuel Mensah,Aaliyah Mohammed ↔ Alexei Ivanov,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Carnegie Mellon University,"Carnegie Mellon University, University of California, Los Angeles",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,3,
Sana Qureshi ↔ Laila Rahman ↔ Sophie Dubois,Sana Qureshi,Laila Rahman ↔ Sophie Dubois,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Stanford University,"Carnegie Mellon University, Stanford University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
